Group,Artifact,Version,GitHub Link
org.jetbrains.kotlin,kotlin-stdlib,1.6.21 -> 2.1.0 (*),https://github.com/dessalines/jerboa
androidx.savedstate,savedstate,1.2.1 (*),https://github.com/dessalines/jerboa
androidx.appcompat,appcompat-resources,1.7.0 (c),https://github.com/dessalines/jerboa
me.zhanghai.compose.preference,library,1.1.1,https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,2.0.20 -> 2.1.0 (*),https://github.com/dessalines/jerboa
io.noties.markwon,core,4.6.2,https://github.com/dessalines/jerboa
androidx.annotation,annotation,1.1.0 -> 1.8.2 (*),https://github.com/dessalines/jerboa
com.atlassian.commonmark,commonmark,0.13.0,https://github.com/dessalines/jerboa
io.noties.markwon,ext-strikethrough,4.6.2,https://github.com/dessalines/jerboa
io.noties.markwon,core,4.6.2 (*),https://github.com/dessalines/jerboa
com.atlassian.commonmark,commonmark-ext-gfm-strikethrough,0.13.0,https://github.com/dessalines/jerboa
com.atlassian.commonmark,commonmark,0.13.0,https://github.com/dessalines/jerboa
io.noties.markwon,ext-tables,4.6.2,https://github.com/dessalines/jerboa
io.noties.markwon,core,4.6.2 (*),https://github.com/dessalines/jerboa
com.atlassian.commonmark,commonmark-ext-gfm-tables,0.13.0,https://github.com/dessalines/jerboa
com.atlassian.commonmark,commonmark,0.13.0,https://github.com/dessalines/jerboa
io.noties.markwon,html,4.6.2,https://github.com/dessalines/jerboa
io.noties.markwon,core,4.6.2 (*),https://github.com/dessalines/jerboa
io.noties.markwon,image-coil,4.6.2,https://github.com/dessalines/jerboa
io.noties.markwon,core,4.6.2 (*),https://github.com/dessalines/jerboa
io.coil-kt,coil-base,0.13.0 -> 2.7.0,https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-runtime,2.7.0 -> 2.8.3 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-android,1.8.1 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,2.0.0 -> 2.1.0 (*),https://github.com/dessalines/jerboa
com.squareup.okhttp3,okhttp,4.12.0,https://github.com/dessalines/jerboa
com.squareup.okio,okio,3.6.0 -> 3.9.0,https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,1.9.21 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-jdk8,1.8.21 -> 1.9.10 (*),https://github.com/dessalines/jerboa
com.squareup.okio,okio,3.9.0 (*),https://github.com/dessalines/jerboa
io.noties.markwon,linkify,4.6.2,https://github.com/dessalines/jerboa
io.noties.markwon,core,4.6.2 (*),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime,1.7.2 (*),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-livedata,2.6.1 -> 2.8.3 (*),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-runtime,2.6.1 -> 2.8.3 (*),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-runtime-compose,2.8.3,https://github.com/dessalines/jerboa
androidx.annotation,annotation,1.8.0 -> 1.8.2 (*),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime,1.6.5 -> 1.7.2 (*),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-runtime,2.8.3 (*),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-common,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-livedata,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-livedata-core,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-runtime,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-runtime-ktx,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-viewmodel,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-viewmodel-compose,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-viewmodel-ktx,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-viewmodel-savedstate,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-livedata-core-ktx,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime,1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime-saveable,1.7.2 (c),https://github.com/dessalines/jerboa
io.coil-kt,coil-compose,2.7.0,https://github.com/dessalines/jerboa
io.coil-kt,coil-compose-base,2.7.0,https://github.com/dessalines/jerboa
io.coil-kt,coil-base,2.7.0 (*),https://github.com/dessalines/jerboa
androidx.compose.foundation,foundation,1.6.8 -> 1.7.2,https://github.com/dessalines/jerboa
androidx.collection,collection,1.4.0 (*),https://github.com/dessalines/jerboa
androidx.compose.animation,animation,1.7.2,https://github.com/dessalines/jerboa
androidx.compose.animation,animation-core,1.7.2,https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-core,1.7.3 -> 1.9.0 (*),https://github.com/dessalines/jerboa
androidx.compose.animation,animation,1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.foundation,foundation-layout,1.7.2,https://github.com/dessalines/jerboa
androidx.compose.ui,ui,1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.foundation,foundation,1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime,1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-geometry,1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.animation,animation-core,1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime,1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.ui,ui,1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.foundation,foundation-layout,1.7.2 (c),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,2.0.0 -> 2.1.0 (*),https://github.com/dessalines/jerboa
io.coil-kt,coil,2.7.0,https://github.com/dessalines/jerboa
io.coil-kt,coil-base,2.7.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,2.0.0 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,2.0.0 -> 2.1.0 (*),https://github.com/dessalines/jerboa
io.coil-kt,coil-gif,2.7.0,https://github.com/dessalines/jerboa
io.coil-kt,coil-base,2.7.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,2.0.0 -> 2.1.0 (*),https://github.com/dessalines/jerboa
io.coil-kt,coil-svg,2.7.0,https://github.com/dessalines/jerboa
io.coil-kt,coil-base,2.7.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,2.0.0 -> 2.1.0 (*),https://github.com/dessalines/jerboa
io.coil-kt,coil-video,2.7.0,https://github.com/dessalines/jerboa
io.coil-kt,coil-base,2.7.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,2.0.0 -> 2.1.0 (*),https://github.com/dessalines/jerboa
me.saket.telephoto,zoomable-image-coil,0.14.0,https://github.com/dessalines/jerboa
me.saket.telephoto,zoomable-image,0.14.0,https://github.com/dessalines/jerboa
me.saket.telephoto,zoomable,0.14.0,https://github.com/dessalines/jerboa
org.jetbrains.compose.foundation,foundation,1.6.11,https://github.com/dessalines/jerboa
org.jetbrains.compose.animation,animation,1.6.11,https://github.com/dessalines/jerboa
org.jetbrains.compose.animation,animation-core,1.6.11,https://github.com/dessalines/jerboa
org.jetbrains.compose.annotation-internal,annotation,1.6.11,https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,1.9.23 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.collection-internal,collection,1.6.11,https://github.com/dessalines/jerboa
org.jetbrains.compose.annotation-internal,annotation,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,1.9.23 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,atomicfu,0.23.2 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.runtime,runtime,1.6.11,https://github.com/dessalines/jerboa
org.jetbrains.compose.collection-internal,collection,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-common,1.9.23 -> 2.1.0,https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,atomicfu,0.23.2 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-core,1.8.0 -> 1.9.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui,1.6.11,https://github.com/dessalines/jerboa
org.jetbrains.androidx.lifecycle,lifecycle-runtime-compose,2.8.0,https://github.com/dessalines/jerboa
org.jetbrains.androidx.lifecycle,lifecycle-common,2.8.0,https://github.com/dessalines/jerboa
org.jetbrains.compose.annotation-internal,annotation,1.6.10 -> 1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,1.9.23 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-core,1.8.0 -> 1.9.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.androidx.lifecycle,lifecycle-runtime,2.8.0,https://github.com/dessalines/jerboa
androidx.arch.core,core-common,2.2.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.androidx.lifecycle,lifecycle-common,2.8.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.annotation-internal,annotation,1.6.10 -> 1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,1.9.23 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-core,1.8.0 -> 1.9.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.annotation-internal,annotation,1.6.10 -> 1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.runtime,runtime,1.6.10 -> 1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,1.9.23 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.androidx.lifecycle,lifecycle-viewmodel,2.8.0,https://github.com/dessalines/jerboa
org.jetbrains.compose.annotation-internal,annotation,1.6.10 -> 1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,1.9.23 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-core,1.8.0 -> 1.9.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.annotation-internal,annotation,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.collection-internal,collection,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.runtime,runtime,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.runtime,runtime-saveable,1.6.11,https://github.com/dessalines/jerboa
org.jetbrains.compose.runtime,runtime,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-common,1.9.23 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-geometry,1.6.11,https://github.com/dessalines/jerboa
org.jetbrains.compose.runtime,runtime,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-util,1.6.11,https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-uikit,1.6.11,https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-common,1.9.23 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-common,1.9.23 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-graphics,1.6.11,https://github.com/dessalines/jerboa
org.jetbrains.compose.annotation-internal,annotation,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.collection-internal,collection,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.runtime,runtime,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-geometry,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-unit,1.6.11,https://github.com/dessalines/jerboa
org.jetbrains.compose.annotation-internal,annotation,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.runtime,runtime,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-geometry,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-util,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-common,1.9.23 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-util,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-common,1.9.23 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.skiko,skiko,0.8.4,https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,atomicfu,0.23.2 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,1.9.21 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-core,1.8.0 -> 1.9.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-text,1.6.11,https://github.com/dessalines/jerboa
org.jetbrains.compose.annotation-internal,annotation,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.runtime,runtime,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.runtime,runtime-saveable,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-geometry,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-graphics,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-unit,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-util,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-common,1.9.23 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,atomicfu,0.23.2 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-core,1.8.0 -> 1.9.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.skiko,skiko,0.8.4 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-uikit,1.6.11,https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-unit,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-util,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-common,1.9.23 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,atomicfu,0.23.2 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-core,1.8.0 -> 1.9.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.skiko,skiko,0.8.4 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-unit,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-util,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-common,1.9.23 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,atomicfu,0.23.2 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-core,1.8.0 -> 1.9.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.foundation,foundation-layout,1.6.11,https://github.com/dessalines/jerboa
org.jetbrains.compose.annotation-internal,annotation,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.runtime,runtime,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-util,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-common,1.9.23 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.runtime,runtime,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-geometry,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-util,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-common,1.9.23 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.annotation-internal,annotation,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.collection-internal,collection,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.foundation,foundation-layout,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.runtime,runtime,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-text,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.compose.ui,ui-util,1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-common,1.9.23 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,atomicfu,0.23.2 (*),https://github.com/dessalines/jerboa
org.jetbrains.skiko,skiko,0.8.4 (*),https://github.com/dessalines/jerboa
androidx.annotation,annotation,1.8.2 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,1.9.24 -> 2.1.0 (*),https://github.com/dessalines/jerboa
me.saket.telephoto,sub-sampling-image,0.14.0,https://github.com/dessalines/jerboa
me.saket.telephoto,zoomable,0.14.0 (*),https://github.com/dessalines/jerboa
com.squareup.okio,okio,3.9.0 (*),https://github.com/dessalines/jerboa
androidx.compose.foundation,foundation,1.6.7 -> 1.7.2 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,1.9.24 -> 2.1.0 (*),https://github.com/dessalines/jerboa
androidx.compose.foundation,foundation,1.6.7 -> 1.7.2 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,1.9.24 -> 2.1.0 (*),https://github.com/dessalines/jerboa
io.coil-kt,coil-compose,2.7.0 (*),https://github.com/dessalines/jerboa
app.cash.molecule,molecule-runtime,1.4.3,https://github.com/dessalines/jerboa
org.jetbrains.compose.runtime,runtime,1.6.2 -> 1.6.11 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-core,1.8.1 -> 1.9.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,1.9.24 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,1.9.24 -> 2.1.0 (*),https://github.com/dessalines/jerboa
me.saket.cascade,cascade-compose,2.3.0,https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-jdk8,1.9.10 (*),https://github.com/dessalines/jerboa
com.github.FunkyMuse,Crashy,1.2.0,https://github.com/dessalines/jerboa
androidx.startup,startup-runtime,1.0.0,https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-jdk8,1.5.21 -> 1.9.10 (*),https://github.com/dessalines/jerboa
androidx.room,room-runtime,2.6.1,https://github.com/dessalines/jerboa
androidx.room,room-common,2.6.1,https://github.com/dessalines/jerboa
androidx.annotation,annotation,1.3.0 -> 1.8.2 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib-jdk8,1.8.22 -> 1.9.10 (*),https://github.com/dessalines/jerboa
androidx.room,room-ktx,2.6.1 (c),https://github.com/dessalines/jerboa
androidx.room,room-runtime,2.6.1 (c),https://github.com/dessalines/jerboa
androidx.sqlite,sqlite,2.4.0,https://github.com/dessalines/jerboa
androidx.annotation,annotation,1.0.0 -> 1.8.2 (*),https://github.com/dessalines/jerboa
androidx.sqlite,sqlite-framework,2.4.0 (c),https://github.com/dessalines/jerboa
androidx.sqlite,sqlite-framework,2.4.0,https://github.com/dessalines/jerboa
androidx.annotation,annotation,1.2.0 -> 1.8.2 (*),https://github.com/dessalines/jerboa
androidx.sqlite,sqlite,2.4.0 (*),https://github.com/dessalines/jerboa
androidx.sqlite,sqlite,2.4.0 (c),https://github.com/dessalines/jerboa
androidx.room,room-common,2.6.1 (c),https://github.com/dessalines/jerboa
androidx.room,room-ktx,2.6.1 (c),https://github.com/dessalines/jerboa
androidx.room,room-ktx,2.6.1,https://github.com/dessalines/jerboa
androidx.room,room-common,2.6.1 (*),https://github.com/dessalines/jerboa
androidx.room,room-runtime,2.6.1 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,1.8.22 -> 2.1.0 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlinx,kotlinx-coroutines-android,1.7.1 -> 1.8.1 (*),https://github.com/dessalines/jerboa
androidx.room,room-common,2.6.1 (c),https://github.com/dessalines/jerboa
androidx.room,room-runtime,2.6.1 (c),https://github.com/dessalines/jerboa
io.arrow-kt,arrow-core,2.0.0,https://github.com/dessalines/jerboa
io.arrow-kt,arrow-atomic,2.0.0,https://github.com/dessalines/jerboa
org.codehaus.mojo,animal-sniffer-annotations,1.24,https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,2.1.0 (c),https://github.com/dessalines/jerboa
io.arrow-kt,arrow-annotations,2.0.0,https://github.com/dessalines/jerboa
org.codehaus.mojo,animal-sniffer-annotations,1.24,https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,2.1.0 (c),https://github.com/dessalines/jerboa
org.codehaus.mojo,animal-sniffer-annotations,1.24,https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,2.1.0 (c),https://github.com/dessalines/jerboa
androidx.compose.foundation,foundation,1.7.0-rc01 -> 1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.foundation,foundation-layout,1.7.0-rc01 -> 1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.material,material-icons-core,1.6.0 -> 1.7.0-rc01,https://github.com/dessalines/jerboa
androidx.compose.ui,ui,1.6.0 -> 1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.material,material-ripple,1.7.0-rc01,https://github.com/dessalines/jerboa
androidx.compose.foundation,foundation,1.6.0 -> 1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime,1.7.0-rc01 -> 1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime,1.7.0-rc01 -> 1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.ui,ui,1.6.0 -> 1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-text,1.6.0 -> 1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.material3,material3-window-size-class,1.3.0-rc01 (c),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime,1.7.0-rc01 -> 1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.ui,ui,1.6.0 -> 1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-unit,1.6.0 -> 1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.material3,material3,1.3.0-rc01 (c),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime,1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.ui,ui,1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-geometry,1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-graphics,1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-text,1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-unit,1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.ui,ui-util,1.7.2 (c),https://github.com/dessalines/jerboa
androidx.compose.material,material-icons-core,1.7.0-rc01 (*),https://github.com/dessalines/jerboa
org.ocpsoft.prettytime,prettytime,5.0.9.Final,https://github.com/dessalines/jerboa
androidx.navigation,navigation-compose,2.8.5,https://github.com/dessalines/jerboa
androidx.activity,activity-compose,1.8.0 (*),https://github.com/dessalines/jerboa
androidx.compose.animation,animation,1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime,1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime-saveable,1.7.2 (*),https://github.com/dessalines/jerboa
androidx.compose.ui,ui,1.7.2 (*),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-viewmodel-compose,2.6.2 -> 2.8.3,https://github.com/dessalines/jerboa
androidx.annotation,annotation,1.8.0 -> 1.8.2 (*),https://github.com/dessalines/jerboa
androidx.compose.runtime,runtime,1.6.0 -> 1.7.2 (*),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-common,2.8.3 (*),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-viewmodel,2.8.3 (*),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-common,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-livedata,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-livedata-core,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-livedata-core-ktx,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-runtime,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-runtime-compose,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-runtime-ktx,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-viewmodel,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-viewmodel-ktx,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-viewmodel-savedstate,2.8.3 (c),https://github.com/dessalines/jerboa
androidx.navigation,navigation-runtime-ktx,2.8.5,https://github.com/dessalines/jerboa
androidx.navigation,navigation-common-ktx,2.8.5,https://github.com/dessalines/jerboa
androidx.navigation,navigation-common,2.8.5,https://github.com/dessalines/jerboa
androidx.annotation,annotation,1.8.1 -> 1.8.2 (*),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-common,2.6.2 -> 2.8.3 (*),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-runtime-ktx,2.6.2 -> 2.8.3 (*),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-viewmodel-ktx,2.6.2 -> 2.8.3 (*),https://github.com/dessalines/jerboa
androidx.lifecycle,lifecycle-viewmodel-savedstate,2.6.2 -> 2.8.3 (*),https://github.com/dessalines/jerboa
androidx.savedstate,savedstate-ktx,1.2.1 (*),https://github.com/dessalines/jerboa
org.jetbrains.kotlin,kotlin-stdlib,1.8.22 -> 2.1.0 (*),https://github.com/dessalines/jerboa
androidx.navigation,navigation-common-ktx,2.8.5 (c),https://github.com/dessalines/jerboa
androidx.navigation,navigation-compose,2.8.5 (c),https://github.com/dessalines/jerboa
androidx.navigation,navigation-runtime,2.8.5 (c),https://github.com/dessalines/jerboa
androidx.navigation,navigation-runtime-ktx,2.8.5 (c),https://github.com/dessalines/jerboa
androidx.navigation,navigation-common,2.8.5 (c),https://github.com/dessalines/jerboa
